anonid,timestamp,control_treat,ques,short,short_ques_group,tues,score,has_best_score,max_score,question_id,question_name
be8751ec42767a1ae5740959eedd5a3226894405111f904bc6883e0650f691d147c8c074b39252c7c7a104923fb399de387f121f80ebf1edede0e1d9de408c26,2020-02-14 11:14,2,0,1,3,1,20,f,40,2,Loops
be8751ec42767a1ae5740959eedd5a3226894405111f904bc6883e0650f691d147c8c074b39252c7c7a104923fb399de387f121f80ebf1edede0e1d9de408c26,2020-02-14 11:15,2,0,1,3,1,40,t,40,2,Loops
23bef0b0088eaf119d415f87331a06b7e4308b18f33b6dbe9e9988b6de46d76bec851d894d128014a29a0b51deac39b0ba3ac023da1377cdde6a2d92dd52215b,2020-02-14 11:15,0,,,,,40,t,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:15,3,0,0,1,0,40,t,40,2,Loops
be8751ec42767a1ae5740959eedd5a3226894405111f904bc6883e0650f691d147c8c074b39252c7c7a104923fb399de387f121f80ebf1edede0e1d9de408c26,2020-02-14 11:15,2,0,1,3,1,30,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:15,3,0,0,1,0,50,t,50,1,Lists
cac0ddff8ee6eddb78fa3179f053709499563f05c621f4cbdb12b75d851815870bf8bd6eb3b525af188ad9c585cf8a1b4fa4508660790c8198581087d836d608,2020-02-14 11:16,1,0,0,1,0,50,t,50,1,Lists
cac0ddff8ee6eddb78fa3179f053709499563f05c621f4cbdb12b75d851815870bf8bd6eb3b525af188ad9c585cf8a1b4fa4508660790c8198581087d836d608,2020-02-14 11:16,1,0,0,1,0,40,f,50,1,Lists
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:16,3,0,0,1,0,20,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:16,3,0,0,1,0,20,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:16,3,0,0,1,0,20,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:17,3,0,0,1,0,20,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:17,3,0,0,1,0,30,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:17,3,0,0,1,0,30,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:17,3,0,0,1,0,0,f,40,2,Loops
34eeb6cadaefb109d79ce0248a8180d1b93f9f4a12044fa2c4dca19a17a614a6df5cdf9d7851a9c862f8a9b8782818473dde5c6bd3e287581ff7617aa9035cd0,2020-02-14 11:17,3,0,0,1,0,0,f,40,2,Loops
cac0ddff8ee6eddb78fa3179f053709499563f05c621f4cbdb12b75d851815870bf8bd6eb3b525af188ad9c585cf8a1b4fa4508660790c8198581087d836d608,2020-02-14 11:18,1,0,0,1,0,40,t,40,2,Loops
23bef0b0088eaf119d415f87331a06b7e4308b18f33b6dbe9e9988b6de46d76bec851d894d128014a29a0b51deac39b0ba3ac023da1377cdde6a2d92dd52215b,2020-02-14 11:18,0,,,,,20,f,40,3,Looping Lists
23bef0b0088eaf119d415f87331a06b7e4308b18f33b6dbe9e9988b6de46d76bec851d894d128014a29a0b51deac39b0ba3ac023da1377cdde6a2d92dd52215b,2020-02-14 11:18,0,,,,,40,t,40,3,Looping Lists
23bef0b0088eaf119d415f87331a06b7e4308b18f33b6dbe9e9988b6de46d76bec851d894d128014a29a0b51deac39b0ba3ac023da1377cdde6a2d92dd52215b,2020-02-14 11:18,0,,,,,30,f,40,3,Looping Lists
cac0ddff8ee6eddb78fa3179f053709499563f05c621f4cbdb12b75d851815870bf8bd6eb3b525af188ad9c585cf8a1b4fa4508660790c8198581087d836d608,2020-02-14 11:18,1,0,0,1,0,40,t,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:21,3,0,0,1,1,20,f,40,3,Looping Lists
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:22,3,0,0,1,1,40,t,40,3,Looping Lists
86cbc5f0a14c548bdbff86c3a6c085486f7be4b0d04a781a2b01b085f9ac21ba4c8b492d8171b151987c6a7ef408a41ce6253d99ea4f60a242fa84bb0bdf62c7,2020-02-14 11:23,2,1,0,2,0,50,t,50,1,Lists
86cbc5f0a14c548bdbff86c3a6c085486f7be4b0d04a781a2b01b085f9ac21ba4c8b492d8171b151987c6a7ef408a41ce6253d99ea4f60a242fa84bb0bdf62c7,2020-02-14 11:23,2,1,0,2,0,30,f,50,1,Lists
0ea6ae4c453be8ab3bba065918ef2459dfea3e65a5985123b996f9fd90a33bbe545d789a836635b0a715b8aa0f397d2487c53fa357605e7ba2ab13b4852447b6,2020-02-14 11:25,0,,,,,20,f,40,3,Looping Lists
d6d4a7293fd0967070e7e4ff885d2714dd055d7befa07b7ffc52a69a9b6135a995466a16c92e2711af81a23a5e649facdfd41d77b6fd28091fc777d1756bdb5f,2020-02-14 11:25,2,1,1,4,1,50,t,50,1,Lists
0ea6ae4c453be8ab3bba065918ef2459dfea3e65a5985123b996f9fd90a33bbe545d789a836635b0a715b8aa0f397d2487c53fa357605e7ba2ab13b4852447b6,2020-02-14 11:25,0,,,,,20,f,40,3,Looping Lists
86cbc5f0a14c548bdbff86c3a6c085486f7be4b0d04a781a2b01b085f9ac21ba4c8b492d8171b151987c6a7ef408a41ce6253d99ea4f60a242fa84bb0bdf62c7,2020-02-14 11:25,2,1,0,2,0,40,t,40,2,Loops
0ea6ae4c453be8ab3bba065918ef2459dfea3e65a5985123b996f9fd90a33bbe545d789a836635b0a715b8aa0f397d2487c53fa357605e7ba2ab13b4852447b6,2020-02-14 11:25,0,,,,,40,t,40,3,Looping Lists
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:26,3,0,0,1,1,20,f,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:26,3,0,0,1,1,20,f,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:27,3,0,0,1,1,10,f,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:27,3,0,0,1,1,0,f,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:27,3,0,0,1,1,0,f,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:27,3,0,0,1,1,20,f,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:28,3,0,0,1,1,40,t,40,2,Loops
b43dc14d30996c6d0a469135ca0c41733d9358d1bcc55e9596dbcaee50c8447b58448ad6731b35f33e6ad64b6440096b6e92494e47b0a41cec8a8a0708284c0d,2020-02-14 11:28,3,0,0,1,1,30,f,40,2,Loops
187818d2254ce134d5552bc66e31cf3479b112449a68abf633dfe2e31843d57802a30daf3238b475e7d164e36c164d5f316b2005a64de8879ac008b70330a576,2020-02-14 11:30,2,0,1,3,0,50,t,50,1,Lists
187818d2254ce134d5552bc66e31cf3479b112449a68abf633dfe2e31843d57802a30daf3238b475e7d164e36c164d5f316b2005a64de8879ac008b70330a576,2020-02-14 11:30,2,0,1,3,0,30,f,50,1,Lists
187818d2254ce134d5552bc66e31cf3479b112449a68abf633dfe2e31843d57802a30daf3238b475e7d164e36c164d5f316b2005a64de8879ac008b70330a576,2020-02-14 11:30,2,0,1,3,0,30,f,50,1,Lists
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:31,1,1,0,2,0,20,f,50,1,Lists
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:32,1,1,0,2,0,30,f,50,1,Lists
072143ef0a89328c4c879778a503c3ef0d831547e2af043a2792d80350956407185f7cbeb5489166d2e28fef580f306c4117cb3a5e64ea038fff5868f73623f6,2020-02-14 11:32,1,0,0,1,0,50,t,50,1,Lists
072143ef0a89328c4c879778a503c3ef0d831547e2af043a2792d80350956407185f7cbeb5489166d2e28fef580f306c4117cb3a5e64ea038fff5868f73623f6,2020-02-14 11:32,1,0,0,1,0,30,f,50,1,Lists
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:32,1,1,0,2,0,50,t,50,1,Lists
072143ef0a89328c4c879778a503c3ef0d831547e2af043a2792d80350956407185f7cbeb5489166d2e28fef580f306c4117cb3a5e64ea038fff5868f73623f6,2020-02-14 11:32,1,0,0,1,0,30,f,50,1,Lists
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:33,1,1,0,2,0,30,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:33,1,1,0,2,0,20,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:33,1,1,0,2,0,0,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:33,1,1,0,2,0,10,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:33,1,1,0,2,0,10,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:33,1,1,0,2,0,40,t,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:33,1,1,0,2,0,20,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,0,f,40,2,Loops
73fe53ad5cc302d3401c7cdd7946a481dd96c0521c5417057980ea1a6db545a8116e773d1cc4ec71f0d60c8cfe061af824052a6aa9ed5dd26b41229d5ddfce14,2020-02-14 11:34,2,0,1,3,0,40,t,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,30,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,20,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,30,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,10,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,30,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,20,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:34,1,1,0,2,0,20,f,40,2,Loops
73fe53ad5cc302d3401c7cdd7946a481dd96c0521c5417057980ea1a6db545a8116e773d1cc4ec71f0d60c8cfe061af824052a6aa9ed5dd26b41229d5ddfce14,2020-02-14 11:35,2,0,1,3,0,30,f,40,2,Loops
072143ef0a89328c4c879778a503c3ef0d831547e2af043a2792d80350956407185f7cbeb5489166d2e28fef580f306c4117cb3a5e64ea038fff5868f73623f6,2020-02-14 11:35,1,0,0,1,0,20,f,40,2,Loops
bf4b20afb387522291c2b3560d88874f2a7e0758f1d568b3bc6f8ec228ccd1050514429f3ce7335470a14466cec82abeece5fb28739c8022ffe7010195959845,2020-02-14 11:35,1,1,0,2,0,10,f,40,2,Loops
072143ef0a89328c4c879778a503c3ef0d831547e2af043a2792d80350956407185f7cbeb5489166d2e28fef580f306c4117cb3a5e64ea038fff5868f73623f6,2020-02-14 11:35,1,0,0,1,0,20,f,40,2,Loops
072143ef0a89328c4c879778a503c3ef0d831547e2af043a2792d80350956407185f7cbeb5489166d2e28fef580f306c4117cb3a5e64ea038fff5868f73623f6,2020-02-14 11:35,1,0,0,1,0,0,f,40,2,Loops
072143ef0a89328c4c879778a503c3ef0d831547e2af043a2792d80350956407185f7cbeb5489166d2e28fef580f306c4117cb3a5e64ea038fff5868f73623f6,2020-02-14 11:35,1,0,0,1,0,40,f,40,2,Loops
